Name,About,Website
"
Kisura
","
 Personal data-driven shopping
KISURA is Germany’s first online platform for personal shopping for women
only.
We digitalize the traditional shopping experience by offering the exclusive
service of a personal shopper online and accessible for all women. Our
mission is to bring the „right“ fashion ...",http://www.kisura.de/
"
fotograf.de
","
 fotograf.de is the leading online system for professional photographers in Germany.
fotograf.de is the leading online system for professional photographers in Germany.",http://www.fotograf.de
"
HitFox Group
","
 
HitFox is a fast growing incubator with 180 professionals in Berlin, San Francisco and Seoul.",http://www.hitfoxgroup.com
"
Talentwunder
","
 Google for recruiting
Talentwunder is Google for recruitment - we leverage big data and social network analysis to help companies find the right talent.",http://talentwunder.com
"
 Beaconinside
","
 Pushing one-to-one communication to the next level via beacon technology.
Today: 1.2B+ smartphone users rely on GPS for location-based services. The problem, satellite-based GPS has a high battery drain, does not work in indoor environments and creates inaccurate results. Wi-Fi and cellular network localization does not solve this problem. ...",http://www.beaconinside.com
"
Snappy
","
 Snapshots, the right way.
Snappy is the essential snapshot tool for everyone, synced on all devices.
Taking snapshots (or screenshots) is a flawed process wrapped in a bad experience. Yet everyone who owns a computer does it.
The desktop is (1) cluttered with snapshot files which are (2) ...",http://snappy-app.com
"
eelusion
","
 Next-generation geo-loacted 3D games with augmented reality features
eevoo
The main product of eelusion is eevoo, a geo-social mobile game that allows the player to claim squares of our world on a virtual map index. eevoo can be thought of as a blend of foursquare and Sim City, but differing in its gameplay genre, user experience ...",http://www.eelusion.com
"
nextsocial
","
 Social commerce platform for deals and special fan offers
nextsocial offers a simple self-creation tool for social commerce apps as a software-as-a-Service (SaaS). Fansite operators can easily sell exclusive and limited Fan offers directly on Facebook and therefore spread virally. Thus, the interaction rate on the Facebook ...",http://www.nextsocial.de
"
SOFTGAMES Mobile Entertainment Services
","
 The worlds largest HTML5 games platform
SOFTGAMES is the world's largest HTML5 games platform, entertaining more than 10 million unique visitors each month. On a global scale, through an extensive partner network and own portals and apps, the platform distributes over 300+ online games optimized for ...",http://www.softgames.com
"
Lieferando
","
 
",
"
Flagship
","
 Sell your products in-store and online through one simple interface
Flagship lets retail stores sell their products in-store and online through one simple interface. Manage your products through the easy-to-use yet powerful inventory management, start an online store with one of our beautiful templates with a few simple clicks. ...",http://flgshp.com
"
HesslerCapital
","
 Investing in startups, companies and individuals to make meaning and profits.
",http://www.HesslerCapital.com
"
Momox
","
 
momox is the leading reCommerce company - particularly for books, cds, dvds, games and fashion. We operate acquisition platforms in Germany (momox.de), Austria, France and UK and shops for books and media products (medimops.de) and preloved fashion (ubup.com).",http://www.momox.de/
"
WeGreen
","
 Your Marketplace for Sustainable Products.
WeGreen is the largest German marketplace for sustainable products. The centerpiece is the Sustainability Footprint, which enables a quick and simple visualisation of the ecological, social and transparency performance of products, manufacturer and retailers: Green ...",http://www.wegreen.de
"
swabr.com
","
 Easy & intuitive enterprise social network for companies and organizations.
swabr.com is an easy and intuitive enterprise social network service for companies and organizations.",https://www.swabr.com
"
Tebla
","
 Simplifying restaurant reservations
In Europe, over a million of restaurant reservations are made each day. Yet, most reservations are still done by the guest calling the restaurant manually and managed with pen & paper by the restaurants.
Tebla will change this by bringing the advantage of online ...",http://www.tebla.com
"
azeti Networks AG
","
 M2M IoT Gateway and Software for remote infrastructures
Founded in 2006, with corporate and European headquarter in Berlin, azeti also maintains subsidiaries in UK, South America and the Middle East. Today, more than 700 companies in 35 countries depend on azeti technology to monitor both their IT and physical infrastructures.
azeti’s ...",http://www.azeti.net
"
Conichi
","
 Hospitality CRM seamlessly recognizing guests via iBeacon to manage loyalty.
Conichi is a unique solution for the hospitality sector to drive sales, customer satisfaction and loyalty. Conichi provides hotels and restaurant with the power of understanding their guests and creating new channels to effectively reach out to existing and potential ...",http://www.conichi.com
"
elefunds
","
 Make electronic fundraising easy accessible to everybody.
elefunds develops strategies and software in digital contexts to create added value for companies, clients and sustainable causes. We focus on digital and cashless payments to reach big impact on social issues!
The mission is,
- to implement elefunds into any ...",http://www.elefunds.de
"
Sproov
","
 Sizeproof Online-Shopping
The fact that one cannot try on the garments on the internet is a problem. The heart of their website is their crowdsourced size calculator, which can be found directly on the main page. Similar to the pandora principle it calculates each user’s personal clothing ...",http://www.sproov.com
"
ShareTheMeal
","
 Connecting the world to end hunger
We are working on a project to increase resources available in the fight against hunger.",http://www.sharethemeal.org/
"
Alpha Advisory
","
 Connecting business and investment leaders with decision-critical intelligence
Institutional investors, consultants and corporate decision makers use us to connect with industry professionals whose expertise helps making most important decisions more successfully.
We provide direct access to industry executives, policy makers, opinion leaders ...",http://www.alphasight.com
"
Project J
","
 The Destination for Fashion and Lifestyle Accessories 
Project J is a retail platform that connects fashion-forward consumers to exciting accessories from around the World. Built around the expectations of modern, female consumers, Project J offers products and services that help you express your style.
As well as ...",http://www.projectj.co
"
Bonagora
","
 Home Fashion Wholesale. Digitized.
Bonagora is a digital B2B wholesale marketplace for the home fashion industry streamlining the procurement process for wholesalers and retailers by creating a virtual trade show that is running 365 days a year.
B2B in the the Home Fashion industry is largely conducted ...",http://www.bonagora.com
"
ZipJet
","
 Disrupting Laundry Day - Revolutionizing Urban Convenience 
Enjoy more free time with ZipJet!
ZipJet is an on-demand dry cleaning and laundry pick-up and delivery service, which has your clothes cleaned, pressed and returned within 24 hours. We make laundry day a thing of the past for those living busy lives by professionally ...",https://www.zipjet.com/
"
deltamethod
","
 Paid Search Technology
Campaign Creation & Automation
+ create highly sophisticated and complex online marketing campaigns
+ scale marketing campaigns to unparalleled dimensions
+ automatize the workflow of online marketing campaigns
+ react to demand-side changes immediately
Campaign ...",http://www.deltamethod.com/
"
Audiofu
","
 Audiofu helps musicians
Audiofu aims to supply musicians with the necessary tools to represent themselves online in the right way. Let's face it, myspace is a ghost, and something new, fresh, and inspiring is required for musicians of this generation. This is where I aim to position ...",http://audiofu.com
"
Lizzar
","
 All about the artist
Lizzar is a music-application that combines the monetary advantages of music-downloads for artists with the convenience of music-streaming for listeners. Lizzar specializes on artist-fan relations and offers labels tools to engage and monetize their fanbase more ...",http://Lizzar.com
"
Passenger ME
","
 Airbnb for delivering things global
Carry X is a newborn child of sharing economy. It is the easiest way for frequent flyers, commuters, and occasional travelers to earn a profit, monetize their extra luggage space or return trip expenses, and gain social value by helping others.
Carry X is a marketplace ...",https://carryx.com
"
volatiles
","
 Smart lighting surfaces
volatiles develops LED lighting modules that allow to turn any surface of your home, office or public space into a personal, dynamic and interactive lighting surface.
It’s all controlled by a smartphone, connected to the smart home and fully customizable, thanks ...",http://www.volatiles.de
"
kaufDA
","
 
",http://www.kaufDA.de
"
Cringle
","
 A mobile P2P payment solution.
Cringle is a mobile person-to-person payment solution and allows users to easily manage transactions and transfer money within their circle of friends. With Cringle we close the gap between cash and online transactions by bringing P2P money transfer into the age ...",http://www.cringle.net
"
Creative Ventures
","
 Investment company with a focus on consumer based services and subscription businesses
Investment company with a focus on consumer based services and subscription businesses",http://www.creative-ventures.de
"
Doonited
","
 Doing good together every day.
We are building a movement of millions of people doing good together in their everyday life. Doonited shows how everybody can do good. Everyday a new good deed is waiting for you to put it into action. You about your actions and invite others to join. Of course ...",http://www.doonited.com
"
Heyshops
","
 Your favorite dress is just 600m away
Heyshops finds fashion-products from online shops in local shops so that you can pick up the product (try before buy)
or get it delivered the same day.",http://heyshops.com
"
sciencebite
","
 smart matchmaking for R&D
sciencebite is the internet marketplace where Research and Development (R&D) professionals source scientific experts who can take their projects to the next level. The platform connects R&D with scientists based on millions of scientific publications analyzed online ...",http://www.sciencebite.com
"
RicoTio Germany
","
 Powerful e-commerce cost-cutting tool
",http://www.ricotio.com
"
Flook
","
 Glassdoor for professionals
CV's are not enough anymore, we are moving to the next level!
70% of all resumes are overrated and contain inaccuracies or false data.
Flook helps organizations match their job positions to candidates with the right skill set.",http://www.wideo.co/view/151571366214634923
"
NTS GmbH Nature Technology Systems
","
 Airborne Wind Energy Production
X-Wind is a completely new wind energy technology which is three times more efficient and cost-effective than conventional wind turbines.
This system combines automatically steered kites with the generator system of trains.
The higher you go, the more energy ...",http://x-wind.de
"
lifelife
","
 The digital and crowdsourced real estate agent.
lifelife is the digital and crowdsourced real estate agent who finds landlords the most suitable tenants cost-efficiently and in a fraction of a second. The algorithmic matching is based on tenant data analysis. This combined with our crowdsourcing model allows ...",http://lifelife.io/
"
webcrowd UG (haftungsbeschränkt)
","
 Internet Recruiting managed by Geeks!
Webcrowd is a job & service agency for internet professionals managed by geeks. We offer contracts for permanent employees, freelancer and small agencies as well as internships with Start-Ups and grown up companies mainly in Berlin but also elsewhere in Germany.",http://www.webcrowd.net
"
Pablow Inc
","
 Targeted Travel Insurance made simple
We are changing the way travel insurance products are created and sold.
We created a cloud based platform that makes it simple for travel retailers to connect and sell targeted travel insurances at point of sale, underwritten by big travel insurance carriers. ...",http://www.pablow.com
"
STARIFY - Stars. Styles. Shopping
","
 We bring the lifestyle of the Stars to everyones doorstep!
We are LIVE with our Version 1.0 of Starify. Come and check us out on --> www.starify.de
Starify brings the lifestyle of the rich and the famous to everyones doorstep. Starify offers a unique and content driven online shopping experience in the mega vertical of ...",http://www.starify.de
"
Blacklane
","
 The global professional driver service
Every day Blacklane connects thousands of passengers with a vast network of licensed and insured drivers. We offer the most reliable global professional driver service at the most competitive rates in 50 countries. Blacklane’s five-star service combines multi-lingual, ...",https://www.blacklane.com
"
Vaultoro
","
 Vaultoro is a secure and transparent high frequency bitcoin and gold Exchange
Vaultoro is the first real time global bitcoin / gold exchange. The innovative trading platform is pushing banking possibilities to the next level, enabling high net-worth individuals as well as the unbanked in developing countries the opportunity to trade and ...",https://vaultoro.com
"
Shootbook
","
 Find and book the perfect photographer.
SHOOTBOOK is the first global booking platform for photographers and videographers of all specializations and price ranges. SHOOTBOOK features detailed artist profiles including portfolios, ratings, reviews and pricing information. Booking, payment and delivery ...",http://www.shootbook.co
"
hytch
","
 Empowering Professionals
We are a transparent and fine-tuned marketplace where genuine companies compete for the hottest talents in the fields of software engineering, data science, design or product management.",http://www.hytch.io
"
Gate5
","
 
",http://www.gate5.net/
"
Fliplingo
","
 Human-powered translation automated for Social Media.
Fliplingo connects everyone around the world by automating translations of social media posts. We translate and publish posts simultaneously in up to 30 languages with a high level of quality and speed.
We aim for mid-size brands and businesses to be able to have ...",https://www.fliplingo.com
"
AttachingIT
","
 Making Cloud the new On Premise
Sending or storing confidential data has never been more easy with AttachingIT. We use the power of the cloud whether it is public or private. Many companies still have trust issues with putting their data in the cloud and prefer an on premise or a hybrid solution. ...",http://www.attaching.it
"
MyLane
","
 iPad Point of Sale for Retailers
MyLane provides urban logistic solutions. As eCommerce marketplace it delivers orders within 90 minutes after ordering.",https://mylane.de
"
mapegy
","
 Top insights from global innovation data.
mapegy is building the Innovation Graph powering smarter, faster, better R&D. We provide a unique SaaS that helps innovators to map global innovation to connect the dots leading from technology to product.
mapegy users get technology and product insights, which ...",http://www.mapegy.com
"
coModule
","
 Operating System for Light Electric Vehicles
coModule believes that the electric vehicle revolution is now! The way to manage over-populated cities and increasing air pollution is to convert to clean forms of transport that require less space and maintenance – light electric vehicles are the solution.
To ...",http://www.comodule.com
"
Mr Patch
","
 Mobile screening and monitoring for every single patient, in any corner of the world
Web and mobile platform to detect and deliver Vision Therapy for people who suffer from low and defficient vision. Enjoyable, affordable and easy to access. Anywhere, anytime. With Mr Patch you can not only exercise but also store your therapy records on the cloud, ...",http://www.mrpatch.co
"
Minodes
","
 Analytics and marketing for the real world
Minodes offers a unique platform of in-store analytics, marketing and iBeacon services that enable retailers and location owners to maximize the potential of their offline locations.",http://www.minodes.com
"
kiipost
","
 Stay in the know.
kiipost is a personal mobile app that enable user to stay in the know about their tweets.
Unlike generic newsreaders, kiipost keep you posted with personal updates only related to the links you tweeted in the past.
Build your identity
Collect anything cool you ...",http://kiipost.com
"
Locadeo
","
 Next-Gen Gifts & Leisure Recommendations (Facebook for presents&leisure)
Imagine you will never ever forget the birthday of your relatives and friends anymore. Imagine you only have to register and the app will select no more than three exiting gift ideas. Imagine you only have to click the link and the product is bought and send to ...",http://www.locadeo.com
"
palupas shoe
","
 NikeID for Sandals & Flip Flops
Palupas offers a unique way of customizing the one of the most
loved product of all: The FlipFlop...or as we like to say: The Palupas.
A Just-in-time item, that is individually produced according to customers demand. The production structure is based on mass ...",http://www.palupas.de
"
EDITION F
","
 
EDITION F is the digital home for business women, offering inspirational business and lifestyle content, job opportunities, business fashion and products as well as a strong network to build the career they want.
With EDITION F, women get everything they need ...",http://www.editionf.com
"
KISS I keep it simple and safe
","
 KISS reinvent contract management.
KISS deals with the idea that all contracts and policies can be managed online, paperless and centrally in one application, automatically without the intervention of third parties. For the Parties of KISS this digitization mean significant cost savings, because ...",http://www.meinkiss.com
"
truffls
","
 tinder for jobs
truffls is tinder for jobs.
Since November 2014, truffls revolutionizes job search with an mobile only recruiting app. Based on a self-learning matching engine and intuitive UI, truffls recommends (passive and active seeking) candidates best fitting opportunities ...",http://www.truffls.de
"
Aupeo!
","
 
",http://aupeo.com
"
Videopath
","
 Inspire curiosity with video
Videopath is a video technology that aims to inspire curiosity in viewers. Videopath lets you connect web content to specific moments in your videos, creating a totally new content discovery experience. Videopath is engineered to empower viewers, using interactivity ...",http://www.videopath.com
"
EyeFocus Accelerator
","
 Startup Accelerator in Berlin for startups in eye-care
We are investing up to 20,000 Euros into startups that are helping prevent, cure, and live with eye-disease and blindness, and offering a 3 month accelerator program and fantastic networking opportunities to the leading names in this market. The program will run ...",http://www.eyefocus.co
"
comeet app
","
 Bring old friends. Meet new friends.
comeet - Bring old friends. Meet new friends.
People feel much more comfortable getting to know strangers when surrounded by their existing friends. That's why comeet brings together two groups of friends rather than individuals.
Meeting new people has never ...",http://www.comeetapp.com
"
Localstream
","
 Location Oriented Content Publishing and Discovery
Localstream is a location-based content discovery company that helps connect content to location.
The Localstream platform enhances the value of content by creating new channels for location-driven content discovery.
Using Open Data, Local Search and Machine ...",http://localstre.am
"
Idea Camp
","
 Bootcamp for Lifestyledesign Businesses
Strandschicht offers virtual personal assistant services to a broad base of clients in German language.
The Idea Camp helps founders to start lean, develop business ideas, create minimum viable products, test their assumptions in the market place and get their ...",http://www.ideacamp.de
"
OrdiFy
","
 OrdiFy makes ordering processes smart.
OrdiFy is a universal ordering App enhancing every inhouse ordering process. Our customers include hotels, restaurants, bars, events and arenas.",http://www.ordify.com
"
AVUXI
","
 Popularity of places → Measured → Ranked → Visualized. 
Knowledge at first sight.
AVUXI lets you uncover in just seconds the social highlights of entire cities and neighbourhoods. When you're on the go, there's no time to read guides and try to memorize place names and addresses. Now you can immediately see where are ...",http://avuxi.com
"
Headwalk Germany
","
 Headwalk organized news & content from anywhere
The Idea
•	Headwalk organized all information in the Internet.
•	History is often counterfeited. Headwalk is a social news magazine allowing you to imprint the most relevant happenings of both the present & future. Headwalk is more than a social news magazine. ...",http://www.headwalk.com
"
retwister
","
 Handle Digital Information Overload
retwister.com is a web service which organizes all your conversations, projects, events, notifications, etc. from any of your apps or networks.
It helps reducing your information overload to let you work more focused and thus more productively.",http://retwister.com
"
mpax
","
 Mobile Payments + intelligent Marketing
mpax is an app with which you can pay at your local merchants. Every time you pay, you make progress towards unlocking rewards. Our intelligent marketing schemes offer four value propositions to local merchants:
1) attract new customers
2) retain existing customers
3) ...",http://mympax.com
"
FabGate
","
 3D-Printing Service Marketplace
High Quality 3D-Printing Service Marketplace.
A global decentralized manufacturing network, which currently covers several European & North American countries.",http://www.fabgate.co
"
Task36
","
 Smart and dynamic planning and collaboration assistant
We believe that task and project management tools should do the hard work for the user. That is why we developed the first dynamic and smart planning assistant that helps the entire team to get the most out of their time, in fast-changing settings.
Dynamic: Because ...",http://task36.com/
"
Dalia Research
","
 
Dalia Research develops software that makes asking questions to anyone, anywhere as simple and efficient as anyhow possible.",http://www.daliaresearch.com
"
CrossCloud
","
 A cloud storage client for easy and secure collaboration across services.
CrossCloud is a single client application for multiple cloud storage services like Dropbox or Google Drive. It enables users to unite their different cloud storages in one client application and seamlessly collaborate on data with others on different platforms ...",http://www.crosscloud.me
"
So1.net
","
 individual price discounts in consumer goods industry
",http://www.so1.net
"
Pedl
","
 Be Active, Be Rewarded
Pedl is a customer engagement tool for sport & fashion online shops. Our shop plugin enables shops to provide a cashback reward for achieving a physical activity goal (e.g. 20 km running). Shop customers can sign up to Pedl right after he/she made a purchase.
Pedl ...",http://www.pedl.cc
"
fraisr
","
 Merging ecommerce & charity
fraisr.com is an online marketplace that allows people to buy and sell for a good cause: Between friends, from celebrities to their fans, or from brands to their followers. A seller initially chooses the cause and the amount to be donated following his sale. This ...",http://www.fraisr.com
"
Politepix
","
 Great speech recognition and speech synthesis frameworks for your app
OpenEars (http://www.politepix.com/openears) is the most popular free offline speech recognition/speech synthesis framework for iOS, and the core of the OpenEars Platform (http://www.politepix.com/openearsplatform), a plugin system letting you drag-and-drop new ...",http://www.politepix.com
"
Zoobe
","
 3D animated video messages
Zoobe is a creator of animated avatars for mobile messaging. The company currently offers two free to download applications; Zoobe Pets for iOS & Android and Zoobe Eve exclusively for iOS, both of which turn personal voice recordings into animated video messages, ...",http://www.zoobe.com
"
apitrary
","
 Mobile apps Smart Data Solution
apitrary is a Backend as a Service (BaaS) platform providing API's for mobile, tablet and web apps. apitrary's platform offers an easy backend administration tool to deploy and administrate apps. No backend code has to be created by our customers. The owner of ...",http://apitrary.com
"
friendfund
","
 Crowd funding for friends
Friendfund.com enables friends to pool their cash online. Create a pool in three simple steps by determining the recipient, occasion, and gift. Then invite friends through Facebook, Twitter or email to share the costs.
friendfund makes the process of chipping into ...",http://www.friendfund.com
"
Legify
","
 Create free legal documents and consult lawyers via secure video.
Legify makes legal services affordable and accessible. Consumers and SMEs create free legal documents and consult lawyers at the best rates through secure video and our collaborative text editor.",http://www.legify.com
"
POSpulse
","
 POS transparency through crowdsourcing 
POSpulse is a Point of Sale (POS) analytics company that offers real time, crowdsourced data on product placements, promotions and shopper insights right from the Point of Sale. This way, companies gain more transparency and control over their shopper's experiences ...",http://www.pospulse.com
"
datapine
","
 BUSINESS INTELLIGENCE MADE EASY
datapine is a powerful and easy-to-use Business Intelligence tool, designed for non-technical users. Explore your data in our intuitive drag&drop interface, keep track of all your metrics in one place and easily share insights across your organization.",http://www.datapine.com/
"
onbelle
","
 one order. unlimited lifestyle.
onbelle offers a fashion and accessoires subscription service. Sign up once and receive your first onbelle box. Choose the jewelry box for 25 € per month or the fashion box for 49 € a month. The jewelry box contains three fashionable jewelry pieces, i.e. statement ...",http://www.myonbelle.com
"
Belegmeister
","
 Automated travel expense reports
Belegmeister generates travel expense reports from nothing but photos of your receipts! No typing, less hassle, more of your precious time!
Belegmeister offers the easiest way to report business travel expenses in only two steps:
•	simply take a picture of your ...",http://www.belegmeister.de
"
Allryder
","
 Conquer the urban jungle with the all-in-one navigation app for Germany.
Allryder is the all-in-one transport app for Germany. You can quickly compare timetables, prices and durations of different routes and different modes of transport in an easy-to-read visual timeline. It’s not limited to public transport like many other apps – but ...",http://www.allryder.com
"
Buckmark
","
 e-commerce platform
At Buckmarkt we research and sell the desires of the people.
We build a web/mobile e-commerce platform.
Now for example if you are a retailer you have to make many choices regarding what to buy and how to sell;
we help with our trends analysis.",http://buckmark.eu
"
Momenta
","
 Capture and remember your moments as pictures with sound.
Momenta is a simple yet beautiful way to capture and remember life’s special moments. Through the powerful combination of pictures and sound, it allows you to share a special moment of your life fast and simple with the people you care about most.",http://momenta.io
"
Splura
","
 Data Mining Services Revisited
Prediction services based on large-scale geolocated data.",http://splura.com
"
LimeMakers
","
 The Premium 3D-Printing Customization Brand
LimeMakers is a Berlin-based label merging fashion and product design with the help of 3d printing and generative design technologies. The collaboration with internationally renowned artists and designers who are leading in their field enables outlandish and innovative ...",http://www.limemakers.com
"
Skatpalast
","
 Most popular gambling card game in Germany (similar to Poker)
30 Euro-Cents ARPU
100k+ installations
We offer a multiplayer adaption of Skat, the most popular card game in Germany. Skat is a game for exactly 3 players and has a long tradition of playing for real money. Other than games like Poker, playing Skat for real money ...",http://www.skatpalast.de
"
audibene
","
 
audibene is Europe’s leading platform for modern hearing aids. Our team of 150 colleagues brings a breath of fresh air to a very traditional industry. In Germany, the Netherlands and Switzerland, we have developed an exciting sales model consisting of a combination ...",https://www.audibene.de/
"
amazine
","
 
",
"
Crypto Stick
","
 USB key to secure your digital life
The Crypto Stick is an USB key which lets user's to securely encrypt data and e-mails, sign documents and authenticate to local computers and web sites (e.g. Google). It allows users to get rid of all their passwords and to change to a more secure authentication ...",http://www.crypto-stick.com
"
Crowd Guru
","
 
",http://www.crowdguru.de/
"
eyeQuest
","
 Location based video/photo requests
eyeQuest is a community and mobile phone powered on-demand interaction tool for requesting photos and videos from fans and customers.
With eyeQuest brands and media companies can easily request photos and videos for specific topics or locations from their fans, ...",http://www.eyequest.de
"
Beatguide
","
 Electronic Music & Club Event Platform
Over recent years EDM (electronic dance music) has been growing strongly and continues to do so. The industry body IMS (International Music Summit) estimates that in 2014 the global electronic music industry is worth over $4.5bn and the live sector is responsible ...",https://beatguide.me
"
payever
","
 
",http://www.payever.de
"
Photocircle
","
 Buy photos, help the world
On Photocircle you sell and buy high quality art prints and thereby support social projects in the region the photo was taken in.",http://www.photocircle.net
"
softgarden
","
 softgarden is the salesforce for recruiting
softgarden makes hiring super easy. Post jobs to your website and job boards, let candidates apply online, track, assess and discuss applications and gain important insights about your hiring process with analytics.",http://www.softgardenhq.com
"
streamdrill
","
 get started with realtime data on a single server
Our product is a plug-and-stream stream-mining engine retrieving realtime insights from high-frequent and high-volume data streams with limited resources. It enables our customers to step into the big-data world with just a single server as well as helping experienced ...",http://streamdrill.com
"
Die Artverwandten
 ","
 LARA – your health companion
“LARA – your health companion”",http://www.laracompanion.com
"
Sofatutor
","
 
",http://www.sofatutor.com/
"
Unlike
","
 
",http://www.unlike.net
"
orat.io
","
 Rethinking online feedback and discussions.
orat.io makes online discussions easier and simpler.
We provide a revolutionarily simple yet powerful interface which enables users to deal with relevant information only. You can choose if you want to get deeper into a topic or just do a quick overview. The interface, ...",http://www.orat.io
"
AirBase Systems
","
 Well…It’s about time that we’ll know what we breathe !
",http://www.myairbase.com
"
Berlin Ventures
","
 
",http://www.berlinventures.com
"
RapidApe
","
 The Google Analytics for TV advertising.
RapidApe is a service that constantly monitors TV ads, and gives you detailed insights on their performance with actionable business intelligence. Optimize TV ads according to their individual goals, competitor's activities, regional weather reports, holiday calendars, ...",http://www.rapidape.com
"
Adspert | Bidmanagement
","
 
Adspert: www.adspert.net
Automatic & simple PPC bid optimization for Google AdWords and Yandex.Direct.
- very easy to use
- plug & play
- free trial - no risk
The Big Bang Machine: http://www.thebigbangmachine.com/
Automatic AdWords Ads for Every Product in Your ...",http://www.adspert.net
"
13 Ost
","
 Customizable men's accessories for premium segment
Under the brand 13 Ost we develop and market exclusive men’s accessories for the premium segment. Our accessories can be customized in their details. The design is refined but not presumptuous allowing for visibly showing the products without showing off.
We aim ...",http://www.13ost.com
"
Durated
","
 E-commerce reinvented. Transparent and sustainable.
Durated is developing a unique and never before seen e-commerce platform. With total transparency from cradle to grave, owners of Durated products will have an unsurpassed insight into the production, logistics and social lives of their things, making them aware ...",http://www.durated.com
"
Scolibri UG (haftungsbeschränkt)
","
 Projectmanagement for teachers & schools.
Scolibri is a learning management system, a moderated social network and a content management system rolled into one that connects outstanding student work to the public Internet that is easy and intuitive to use with a clean modern user interface. Scolibri is ...",http://www.scolibri.com
"
Abend
","
 Ad-Booking for Event Hosts
Event hosts all around the world have one main concern:  How to get more guests attending their events?
This global common denominator led us at Abend to create a solution, by building a tool that books Facebook ad-campaigns automatically.
Why are we so good ...",http://www.abend.net
"
PremierPreneur
","
 THE NEW PLATFORM FOR CONTACTING ENTREPRENEURS WORLDWIDE
Discover new start-ups which complement your company profile and share your experiences and business needs with them.
Make new connections outside your own country and distribute your products and services to new international markets without the need for third ...",http://www.premierpreneur.com
"
Picpack
","
 Personalized magnet printing service.
Picpack is a personalised printing service that turns your pictures into high quality magnets. Select up to 12 pictures into a pack and we'll send you a bunch of beautiful high quality magnets.",http://getpicpack.com
"
Smartions AG
","
 The Mobile Developer Launchpad to China
No Google, Facebook or Paypal in China means you can't monetize your app or game in a market of 1.3 billion people. Not to worry, SinoMoGo opens up China to mobile developers from around the globe. Swap out Google & Facebook, plug into SinoMoGo's toolkit & monetize ...",http://www.smartions.net
"
Convoy
","
 Github for ideas
Convoy is an online social platform where people help each other bring ideas to life.
We want online collaboration and crowd-sourcing to be the go-to solution for thinkers and makers around the world.",http://www.convoy.is
"
linkbird
","
 SEO Management Tool to Raise Online Visibility
",http://www.linkbird.com
"
bookingkit
","
 booking solution for leisure businesses
bookingkit is the smart solution for tour & activity businesses, which helps them to sell, merchandise and administrate their services. Since bookingkit is fully web-based, business owners can immediately implement and start using bookingkit on their own website. ...",http://bookingkit.de/
"
Rebuy
","
 
",
"
SmartExposeé
","
 Mobile Magazine marketplaces Network
SmartExposé is a high innovation native mobile framework, used to build and publish mobile marketplaces and corporate apps in ""seconds"". We connect consumers, publishers and suppliers in a new emotional way. Our magazinemarketplaces and smartexposés inspire an ...",http://www.expose.com
"
Sunride
","
 Enabling Micro-Utilities.
Sunride enables Micro-Utilities to collect and aggregate all relevant project data in a single place. Once the data is online, it is fed into Sunride’s proprietary software system in order to automate the underlying business processes. On top of this back-end system, ...",http://sunride.net
"
LOCK8
","
 Global Bike Sharing
LOCK8 is a global bike sharing platform, enabled by it's GPS tracked, alarm secured hardware.",http://lock8.me
"
Times Twenty Five (LeanCiti Ltd)
","
 We provide Data Visualization solution
Accelerating smart decisions through data experience design
Unifying business intelligence (BI) and middleware, TimesTwentyFive has the ability to integrate and visualize massive amounts of unstructured data sets (Big Data) generated and processed by various sources ...",http://www.timestwentyfive.com
"
room.me
","
 okcupid for roomates
room.me is the best way to find a decent shared flat or the best roomie anywhere in the world.",http://room.me
"
Modomoto
","
 Personal shopping service for men. Skip the stores forever!
Modomoto is a personal shopping service for men.
Modomoto ships complete outfits, picked by its fahion experts and based on personal needs and preferences of the customer.
Men try on clothes in the comfort of their home at no obligation - service and shipping ...",http://www.modomoto.de
"
Hoopurbia
","
 The world’s first urban, arts-centric hoop dance festival.
Hoopurbia is a five-day festival that invites hoop dancers from around the world to a new city each year. Participants not only to learn skills from the world’s best instructors, but collectively advance hoop dance as a contemporary art form.
Each city’s history ...",http://www.hoopurbia.com
"
The Otherland Group (Context Booster)
","
 One Click To Knowledge And Inspiration
We're building ""Context Booster"", a software service to make research and content discovery smarter, faster and much more inspiring - by providing ""context"" - about any kind of topic.
The first incarnation of Context Booster works together with Evernote and is ...",http://otherland-group.com/
"
deMiFi
","
 Data Roaming Alternative in Europe
deMiFi is a rental service that provides visitors to Germany with a mobile router that fits in your pocket. You can take it anywhere and use it to connect up to 8 devices (laptops, smartphones, tablets, etc.) to the Internet. Our name comes from “Deutschland” (de) ...",http://www.deMiFi.eu
"
Solid Sound Labs
","
 Full Studio Sound on Mobile Devices
Solid Sound is made for your ears to bring back the full studio sound when listening to music.
- Developed with renowned artists
- Your Headphones sound like professional studio devices
- Prevention of ear fatigue
- Customized for your individual hearing
Available ...",http://www.solidsoundlabs.com
"
MovBoxx
","
 Store & explore the greatest media on earth!
MovBoxx - Your favorite Media out of the Boxx!
MovBoxx builds the “next big thing” in online media streaming and sharing. From Berlin, Germany we offer customers high quality freemium bookmarking and streaming over cloud media services.
Our customers bookmark ...",http://www.movboxx.com
"
Numberfour AG
","
 
",http://numberfour.eu
"
micropsi industries
","
 building cognitive machines
micropsi industries is a software startup with roots in the artificial general intelligence community, building autonomous software agents and researching true cognitive machines. Micropsi, the cognitive architecture used in micropsi industries’ agents, defines ...",http://www.micropsi-industries.com
